session_starts,treatment,team,handed_out,passed_by,session_within_session,success_rate
2980.0,1,js,2,3,8,0.6666666666666666
3010.0,1,js,1,2,9,0.5
3040.0,1,js,0,2,10,0.0
3070.0,1,js,0,1,11,0.0
3100.0,1,js,2,3,12,0.6666666666666666
3130.0,1,js,1,4,13,0.25
3160.0,1,js,1,3,14,0.3333333333333333
3220.0,1,js,1,2,16,0.5
3250.0,1,js,0,1,17,0.0
3280.0,1,js,0,5,18,0.0
3400.0,0,js,1,1,2,1.0
3460.0,0,js,1,4,4,0.25
3490.0,0,js,2,1,5,2.0
3520.0,0,js,3,3,6,1.0
3550.0,0,js,3,2,7,1.5
3580.0,0,js,0,4,8,0.0
3640.0,0,js,0,2,10,0.0
3670.0,0,js,1,7,11,0.14285714285714285
3700.0,0,js,1,3,12,0.3333333333333333
3730.0,0,js,1,2,13,0.5
3760.0,0,js,0,2,14,0.0
3790.0,0,js,1,2,15,0.5
3820.0,0,js,3,5,16,0.6
3850.0,0,js,1,4,17,0.25
3880.0,0,js,0,1,18,0.0
4050.0,1,js,0,1,2,0.0
4080.0,1,js,1,7,3,0.14285714285714285
4110.0,1,js,1,5,4,0.2
4140.0,1,js,0,3,5,0.0
4170.0,1,js,1,4,6,0.25
4200.0,1,js,1,3,7,0.3333333333333333
4230.0,1,js,0,1,8,0.0
4260.0,1,js,1,5,9,0.2
4290.0,1,js,2,6,10,0.3333333333333333
4320.0,1,js,1,5,11,0.2
4350.0,1,js,1,5,12,0.2
4380.0,1,js,2,4,13,0.5
4410.0,1,js,1,7,14,0.14285714285714285
4440.0,1,js,1,4,15,0.25
4470.0,1,js,1,2,16,0.5
4500.0,1,js,1,2,17,0.5
4600.0,0,js,1,3,2,0.3333333333333333
4630.0,0,js,0,3,3,0.0
4660.0,0,js,4,4,4,1.0
4690.0,0,js,2,2,5,1.0
4720.0,0,js,0,2,6,0.0
4750.0,0,js,0,4,7,0.0
4780.0,0,js,1,3,8,0.3333333333333333
4810.0,0,js,2,3,9,0.6666666666666666
4840.0,0,js,2,5,10,0.4
4870.0,0,js,1,2,11,0.5
4900.0,0,js,1,5,12,0.2
4930.0,0,js,1,3,13,0.3333333333333333
4960.0,0,js,0,3,14,0.0
4990.0,0,js,1,7,15,0.14285714285714285
5020.0,0,js,0,2,16,0.0
5050.0,0,js,1,3,17,0.3333333333333333
5080.0,0,js,0,8,18,0.0
97.0,0,vw,0,1,3,0.0
127.0,0,vw,0,1,4,0.0
157.0,0,vw,0,1,5,0.0
217.0,0,vw,0,2,7,0.0
427.0,0,vw,5,5,14,1.0
457.0,0,vw,2,2,15,1.0
487.0,0,vw,1,2,16,0.5
517.0,0,vw,2,3,17,0.6666666666666666
547.0,0,vw,0,2,18,0.0
577.0,0,vw,2,3,19,0.6666666666666666
607.0,1,vw,3,5,0,0.6
637.0,1,vw,6,6,1,1.0
667.0,1,vw,0,1,2,0.0
697.0,1,vw,3,4,3,0.75
757.0,1,vw,1,2,5,0.5
787.0,1,vw,4,5,6,0.8
817.0,1,vw,2,3,7,0.6666666666666666
847.0,1,vw,5,6,8,0.8333333333333334
877.0,1,vw,4,5,9,0.8
907.0,1,vw,6,7,10,0.8571428571428571
937.0,1,vw,0,2,11,0.0
967.0,1,vw,13,14,12,0.9285714285714286
997.0,1,vw,1,1,13,1.0
1087.0,1,vw,3,3,16,1.0
1147.0,1,vw,9,10,18,0.9
1177.0,1,vw,3,6,19,0.5
1237.0,0,vw,0,2,0,0.0
1267.0,0,vw,4,4,1,1.0
1297.0,0,vw,6,8,2,0.75
1327.0,0,vw,2,5,3,0.4
1357.0,0,vw,5,5,4,1.0
1387.0,0,vw,3,5,5,0.6
1417.0,0,vw,1,1,6,1.0
1477.0,0,vw,4,4,8,1.0
1507.0,0,vw,8,9,9,0.8888888888888888
1537.0,0,vw,7,10,10,0.7
1567.0,0,vw,9,9,11,1.0
1597.0,0,vw,2,2,12,1.0
1627.0,0,vw,2,3,13,0.6666666666666666
1657.0,0,vw,4,5,14,0.8
1807.0,0,vw,0,4,19,0.0
2090.0,1,vw,0,11,0,0.0
2120.0,1,vw,4,13,1,0.3076923076923077
2150.0,1,vw,0,1,2,0.0
2180.0,1,vw,2,3,3,0.6666666666666666
2210.0,1,vw,2,7,4,0.2857142857142857
2240.0,1,vw,0,6,5,0.0
2270.0,1,vw,0,6,6,0.0
2300.0,1,vw,1,4,7,0.25
2330.0,1,vw,0,4,8,0.0
2360.0,1,vw,1,6,9,0.16666666666666666
2390.0,1,vw,3,7,10,0.42857142857142855
2420.0,1,vw,2,6,11,0.3333333333333333
2450.0,1,vw,3,11,12,0.2727272727272727
2480.0,1,vw,0,5,13,0.0
2510.0,1,vw,1,2,14,0.5
2540.0,1,vw,2,3,15,0.6666666666666666
2570.0,1,vw,0,1,16,0.0
2600.0,1,vw,0,1,17,0.0
2630.0,1,vw,2,10,18,0.2
2660.0,1,vw,0,1,19,0.0
2740.0,0,vw,1,4,0,0.25
2770.0,0,vw,0,1,1,0.0
2800.0,0,vw,0,2,2,0.0
2830.0,0,vw,2,5,3,0.4
2890.0,0,vw,0,2,5,0.0
2920.0,0,vw,1,7,6,0.14285714285714285
2950.0,0,vw,1,6,7,0.16666666666666666
2980.0,0,vw,1,6,8,0.16666666666666666
3010.0,0,vw,0,6,9,0.0
3040.0,0,vw,1,4,10,0.25
3070.0,0,vw,0,1,11,0.0
3100.0,0,vw,1,3,12,0.3333333333333333
3160.0,0,vw,0,2,14,0.0
3190.0,0,vw,3,6,15,0.5
3220.0,0,vw,1,3,16,0.3333333333333333
3280.0,0,vw,1,9,18,0.1111111111111111
3400.0,1,vw,0,3,2,0.0
3460.0,1,vw,0,1,4,0.0
3490.0,1,vw,0,5,5,0.0
3520.0,1,vw,0,1,6,0.0
3550.0,1,vw,1,2,7,0.5
3580.0,1,vw,1,1,8,1.0
3610.0,1,vw,0,1,9,0.0
3640.0,1,vw,2,5,10,0.4
3670.0,1,vw,1,2,11,0.5
3700.0,1,vw,0,1,12,0.0
3730.0,1,vw,0,2,13,0.0
3760.0,1,vw,1,1,14,1.0
3790.0,1,vw,0,1,15,0.0
3820.0,1,vw,1,3,16,0.3333333333333333
3850.0,1,vw,0,3,17,0.0
3880.0,1,vw,1,5,18,0.2
3910.0,1,vw,0,2,19,0.0
3990.0,0,vw,1,4,0,0.25
4020.0,0,vw,2,2,1,1.0
4080.0,0,vw,0,5,3,0.0
4110.0,0,vw,0,5,4,0.0
4140.0,0,vw,1,3,5,0.3333333333333333
4170.0,0,vw,2,2,6,1.0
4200.0,0,vw,0,2,7,0.0
4230.0,0,vw,2,3,8,0.6666666666666666
4260.0,0,vw,1,3,9,0.3333333333333333
4320.0,0,vw,1,6,11,0.16666666666666666
4350.0,0,vw,1,1,12,1.0
4380.0,0,vw,2,6,13,0.3333333333333333
4410.0,0,vw,1,1,14,1.0
4440.0,0,vw,1,5,15,0.2
4470.0,0,vw,2,3,16,0.6666666666666666
4500.0,0,vw,2,4,17,0.5
4570.0,1,vw,0,2,1,0.0
4630.0,1,vw,0,2,3,0.0
4660.0,1,vw,0,1,4,0.0
4690.0,1,vw,2,4,5,0.5
4720.0,1,vw,2,5,6,0.4
4750.0,1,vw,1,2,7,0.5
4780.0,1,vw,1,11,8,0.09090909090909091
4810.0,1,vw,1,2,9,0.5
4840.0,1,vw,2,3,10,0.6666666666666666
4870.0,1,vw,1,6,11,0.16666666666666666
4900.0,1,vw,0,2,12,0.0
4930.0,1,vw,1,8,13,0.125
4960.0,1,vw,1,3,14,0.3333333333333333
4990.0,1,vw,0,5,15,0.0
5020.0,1,vw,0,3,16,0.0
5050.0,1,vw,2,6,17,0.3333333333333333
5080.0,1,vw,0,4,18,0.0
